ACCOUNT,NAME,DELIVERY ADDRESS,Longatude,Latitude,Level of Accuracy
13743,VIPK TRADING PTY LTD,"5 GUESTMANOR CLOSE TRENANCE MANOR PHOENIX
  DURBAN",31.01133,-29.679685,High
13746,DR GWAMANDA PCN,"MEDFORUM 617 SCHOEMAN STREET
  PTA",28.206372,-25.7480309,High
13748,BOBBEY-LEIGH PROMOTIONS CC,53 FRANCOIS STREET POTCHEFSTROOM,27.0969,-26.7253,High
13749,DR MUSUNGAIE DB,"551 WF NKOMO STREET PRETORIA WEST
  GAUTENG",28.094313,-25.623504,High
13751,DR SCHROEDER EA,17D FLORINA PLACE PLETTENBERG BAY,23.3722944,-34.0529042,High
13753,DR BOSHOFF JDH,27 CAREL DE WET BRITS,27.792153,-25.6247902,High
13754,LESHALASHALA DELIVERY SERVICES CC,"25 CORDELFOS STREET PRETORIA WEST
  PRETORIA",28.12829,-25.751316,High
13757,DR VILJOEN E 10,CALEDONSTRAAT 28A SOMERSET WES,18.85307,-34.08359,High
13758,DR ALABI B,"SUITE 3 LAKEVIEW HOSPITAL 1 MOWBRAY STR CNR TOM
  JONES STR BENONI",28.31024,-26.18505,High
13760,MEDI-24 DR VERMEULEN A,VORSTERSTRAAT 46 A PIETERSBURG JEAN,29.46474,-23.90887,High
13761,SR PYE CS BABYSHOOZE WELL BABY CLINIC,"BABYSHOOZE WELL BABAY CLINIC, 20 CENTRAL AVE
  KEMPTON PARK",28.23373,-26.10766,High
13762,DR VAN DER WALT LA,NORTH STREET 128 RIETONDALE 0084,28.22817,-25.73047,High
13763,HEALCOM PTY LTD,"1115 HAARHOFF STR VILLERIA
  PRETORIA",28.239791,-25.7084249,High
13764,DR EBRAHIMSO,"287 TAJ STREET LAUDIUM
  PRETORIA",28.098997,-25.78084,High
13766,SR TLADI MA REBAONA SERVICES & CONSTRUCT,1 ALBERT STR LEPHALALE,29.47165,-23.89858,High
13767,DR ROOS CW,"CHARL CILLIERS STR 1235 MOUNTAIN VIEW
  0085",28.158609,-25.699792,High
13768,LIGHTHOUSE IMPROVEMENT CENTRE PIETERSBUR,16 JORISSEN STR POLOKWANE,29.45059,-23.90701,High
13770,DR NEL E,"123 WEBBER ROAD LAMBTON
  GERMISTON",28.1786457,-26.2444993,High
13771,MEDIRITE PHARMACY HELDERBERG MALL,"SHOP1 HELDERBERG MALL CNR DE BEERS & FORSYTH RD
  SOMERSET WEST",18.828777,-34.088193,High
13772,DR FOCKEMA MW(E GRINDELL),"THE PELVIC & UROTHERAPY INSTCNR NANYUKIE& WITKOP
  PEN RD SUNNINGHILL HOSP",28.069469,-26.037795,High
13775,DR BREEDT M,"HPC UNIVERSITY OF PTA BURNETT STR
  PRETORIA",28.166884,-25.755132,High
13777,PYRO FIRE TRAINING CC,8 MEMEL STREET WIERDAPARK,28.158932,-25.871368,High
13778,DR NAGDEE MA,"16 PROTEA STR REIGER PARK
  BOKSBURG",28.230692,-26.2257539,High
13780,PELICAN PHARMACY(RODERICK NARAIN CC),"SHOP 10 ABOO'S BUILDING 262 PELICAN DRIVE BAYVIEW
  CHATSWORTH DURBAN",30.911092,-29.923504,High
13781,DR TUREK GA,2 LEWIS STREET WITBANK,29.23356,-25.88681,High
13782,PULSE RAZORITE PHARMACY PTY LTD,"1 SUNSET LANE FOURWAYS CROSSING
  JOHANNESBURG",28.287291,-25.777549,High
13783,DR PAUL HW,JOUBERT STR 22 PAULPIETERSBURG,30.2969415,-27.6698959,High
13784,MEDIRITE PHARMACY HELDERBERG MALL,"SHOP 1 HELDERBERG MALL CNR DE BEERS & FORSYTH RD
  SOMERSET WEST",24.773656,-28.745455,High
13785,IPEN INVESTEMENTS PTY LTD,"25 5TH AVE NEWTON PARK
  PORT ELIZABETH",25.563993,-33.941269,High
13786,DR VAN NIEKERK M DCE SANDTON PTY LTD,"1ST FL SHOP 18 RIVERSIDE SHOPPING CENTRE 319
  BRYANSTON DRIVE",31.201963,-29.529897,High
13787,CLICKS PHARMACY LABORIE CENTRE,"SHOP 1 LABORIE CENTRE MAIN RD PAARL
  WESTERN CAPE",18.96157,-33.76458,High
13788,DR LE ROUX CJ VIDAMED DAGHOSPITAAL PTY L,"ALOF RYLAAN DA NOVA
  MOSSLEBAAI",18.7231548,-33.8504913,High
13791,C-MAX TRADING AND PROJECTS CC,"57 CHAUKE STREET SAULSVILLE
  PRETORIA",28.049034,-25.768634,High
13792,FLEURHOF PHARMACY,"154 WINZE DRIVE FLEURHOF
  ROODEPOORT",27.91317,-26.20033,High
13793,DR NIENABER MS,"4 CONSTANTIA CRESCENT AERORAND
  MIDDELBURG",29.45739,-25.7633682,High
13795,OLIFANTSVILLE PHARMACY,"NO 3 INDUSTRIAL RD OLIFANSFONTEIN
  GAUTENG",28.23912,-25.97361,High
13797,MCP WHOLESALERS PTY LTD,"15 ESTMIL RD DIEP RIVER
  CAPE TOWN",18.4807099,-34.04272,High
13798,PALEMANO TRADING ENTERPRISE CC,173 BOSMAN STREET PRETORIA,28.185138,-25.745801,High
13799,DR DIALE OPPP,"HOUSE NO 421 MAGALIESKRUI FROM BRAAM PRETORIUS STR
  R AT THREEWAY WABEKE STR",27.8345617,-25.4313819,High
13800,DR KRUGER A HOOGLAND HYDRO,"HOOGLAND 7KM OP SCHURVEBERGPAD
  VIA ERASMIA",28.0871309,-25.817562,High
13801,KNYSNA PRIVATE HOSPITAL PHY(LIFE,"HUNTERS DRIVE HUNTERS ESTATE
  KNYSNA WESTERN CAPE",23.0852,-34.06049,High
13802,CLICKS PHARMACY ATLANTIS,"SHOP LS 35 ATLANTIS CITY MALL WESFLEUR CIRCLE
  ATLANTIS CAPE TOWN",18.49185,-33.562833,High
13803,DR SWANEVELDER M,"SHOP 23 CENTRAL CITY SHOP PING CENTRE
  MABOPANE",28.053737,-25.51336,High
13804,CLICKS PHARMACY WINGTIP,"SHOP12-16 WINGTIPCROSSING CNR DR SWANEPOEL RD &
  KLIPPAN CHRISTIANVILLE",28.244097,-25.66026,High
13806,JALO ENTERPRISE PTY LTD,7 DOLLAS RD GERMISTON,28.18192,-26.25157,High
13807,NIGHTINGALE PHARMACY,"SHOP 40 WESTCLIFF SHOP CENTRE 159-199 FLORENCE
  NIGHTINGALE RD CHATSWORTH",30.8961879,-29.9101334,High
13808,AXIM RADIOPHARMACY GAUTENG,"121 GAZELLE AVE CORPORATE PARK SOUTH
  MIDRAND",28.14024,-25.94609,High
13809,DR KUREK BJ,32 KING FISHER DRIVE FOURWAYS,28.0033926,-26.0290803,High
13811,DR NAKHJAVANI N,"MEDICLINIC GYNAECOLOGICAL HOSPITAL 132 CELLIERS STR
  PRETORIA",28.205556,-25.755985,High
13815,MANDHA TRADING & SUPPLIES PTY LTD,"67 SEGO LILY RD CROSSMOOR
  CHATSWORTH",30.855821,-29.895198,High
13816,DR MOOLLA A .,74 PINE STREET GREYTOWN,30.59613,-29.05712,High
13818,DR HOFFELDT A,"250 ORION STREET MONUMENTPARK
  PRETORIA",28.239422,-25.8026209,High
13819,U PHARMACY WAVERLEY,"SHOP 55 WAVERLEY PLAZA 1116 HERTZOG STR
  VILLIERIA PRETORIA",28.2419073,-25.704459,High
13820,CLICKS PHARMACY MTUBATUBA,"SHOP 23 MTUBA SHOPPING MALL MTUBATUBA
  KWAZULU-NATAL",32.186514,-28.411871,High
13823,DR DEYSEL J(ELARDUSPARK ANIMAL CLINIC),838 BARNARD STREET ELARDUSPARK,28.261436,-25.826759,High
13825,DR LABUSCHAGNE T,"SHOP 5 EAST RAND MEDICAL CENTRE 49 MAIN STR
  WITFIELD BOKSBURG",28.206086,-26.1883899,High
13826,DR NEUHOFF M,"INTERCARE GLENFAIR SHOP PING CENTRE C/O LYNNWOOD
  & DAVENTRY ROAD LYNNWOOD",28.226471,-25.756052,High
13828,DIS-CHEM ONCOLOGY PTY TLD 13828,"GND FLR UNIT6 K101 CAPITA L HILLBUSINESS PARK CNR
  SUTTIE RD MIDRAND",28.1297,-26.01447,High
13831,DR MARAIS EC,"ELDORAIGNE RETIREMENT ESTATE UNIT NO 211
  ELDORAIGNE CENTURION",27.82297,-26.79482,High
13832,DR BHANA A,"25 HENNIE ALBERTS BRACKENHURST
  ALBERTON",28.096018,-26.310204,High
13834,DR LAWRENCE BG DR BG LAWRENCE INC,"SUTE 7 EUGENE VILLAGE 696 5TH AVE
  LES MARIAS PRETORIA",28.194393,-25.709735,High
13837,DR MOHLALA KA,7303 EXT 3 SOSHANGUVE,28.3091193,-25.7064926,High
13838,DR MAYNE AA,"48 HENNIE WINTERBACH STR PANORAMA
  CAPE TOWN",18.57651,-33.87803,High
13839,DR MAKANDA MB(MORIANA CLINIC RESEARCH),54 BRAND STREET BRANDFORT,26.46155,-28.70061,High
13841,DR PRETORIUS CJ(MARBLE MED),"FICUS STR 1015 SHOP NR 4
  MARBLE HALL",30.4553758,-22.9743308,High
13842,DR SETZER M(ACCOUNT 2),96 WILLIAM ROAD NORWOOD,28.07473,-26.15749,High
13843,THE SOURCERY,"63 WINTON CRESCENT WOODBRIDGE ISLAND
  MILNERTON 7441",18.48697,-33.88542,High
13844,DR MAHLANGU DS (EYETHU RENAL DIALYSIS,"VEZUBUHLE MEDICAL CENTRE STAND NO 2231 VEZUBUHLE
  KWA- MHLANGA MPUMALANGA",28.77545,-25.3916799,High
13845,DR BRITZ HC (HC BRITZ INC),"MEDICLINIC MUELMED EMERGENCY CENTRE 577
  PRETORIUS STR ARCADIA",28.207664,-25.7471282,High
13846,DR ABOOBAKER A 10 UMLAZI,UMLAZI MEDICAL CENTRE V SECTION UMLAZI,30.9276395,-29.9589503,High
13847,PHARMED PHARMACEUTICALS PTY LTD - JHB,138 INDUSTRIAL ROAD ALGAM JOHANNESBURG,28.00821,-26.21319,High
13848,DR MAHKADO DA,"SUITE 202A SOUTH BLOCK SANDTON MEDCLIN C/O PETER
  PLACE&MAIND RD BRYANSTON",28.0111589,-26.077738,High
13849,DR SWART JNJ.,RIGEL LAAN NOORD NR 145 WATERKLOOF RIF,28.2391278,-25.7900597,High
13850,CLICKS PHARMACY SMITH STREET,"SHOP 1 DOONE HOUSE 377 SMITH STREET
  DURBAN",31.0211683,-29.8600284,High
13852,LIFE HILTON HOSPITAL PHARMACY,"LIFE HILTON PHARMACY 1 MONZALI DRIVE
  HILTON KZN",30.297793,-29.539682,High
13853,DR NAUDE M ADVANCED WORCESTER,"C/O RUSSEL & FAIRBAIRN ST WORCESTER
  CAPE TOWN",19.4502523,-33.6438094,High
13854,DR ENGELBRECHT MJ GAUTENG UROLOGY INC,"ROOM 09 GRND FLOOR C/O PRETORIUS & GARVENOR
  HATFIELD",28.2017421,-25.8403665,High
13855,CLICKS PHARMACY BEN FLEUR,"SHOP 9 BEN FLEUR SHOPPING CENTRE DA VINCI STREET
  WITBANK",29.263104,-25.900747,High
13857,DR FOURIE L(DR LURIKE FOURIE PRAKTYK),"MENLYNMED GLEN MANOR OFF PARK BUILDING 7 RC10
  FRIKKIE DE BEER ST MENLYN",28.278748,-25.782872,High
13858,BOSVELD ANDLITIESE VOERDIENSTE,53 LUDORF STREET BRITS,27.77839,-25.63365,High
13859,DR OPPERMAN GN,"194 KOCK STREET ZZQ BUILDING SHOP 5
  RUSTENBURG",27.230319,-25.684316,High
13860,DR BHYAT BA,"3 ELIZABETH STR STANGER
  DURBAN",30.7863235,-30.2054947,High
13861,DR BOTHMA M,"NETCATE PARK LANE 1ST FL NORTH WING CNR JUNKTION
  AVE PARK LANE",28.04625,-26.18212,High
13863,DR BRONNER JW(DR JOHN BRONNER INC,"UNIT 2 BROOKSIDE OFFICE 8 MONTROSE PARK BLVD VCCE
  170 PETERBROWN RD MONTROS",30.33532,-29.57661,High
13867,DR GOUWS H,"161 RAYMOND MHLABA STR
  NAVALSIG SPAR CENTRE BLM",26.2462177,-29.0961371,High
13870,DR LAMPRECHT JS(CONVISIO PTY LTD),104 OXFORD ROAD HOUGHTON ESTATES,28.04587,-26.15231,High
13871,DR KHOURY JC LANGARO PTY TLD,15 THE FAIRWAY CAMPS BAY CAPE TOWN,18.3807,-33.95047,High
13873,DR GOOSEN HJ,"DIE HA VOLSCHENK GEBOU R555 MAIN ROAD
  STEELPOORT",30.1698159,-24.8020613,High
13874,CLICKS PHARMACY OLYMPUS VILLAGE,"SHOP 22 OLYMPUS VILLAGE ARCHILLES WAY & OLYMPUS
  DRIVE FAERIE GLEN PTA",28.332613,-25.799916,High
13875,DR LEE EL(FLORIDA VET HOSPITAL CC),375 ONTDEKKERS ROAD FLORIDA PARK,27.90177,-26.14697,High
13878,DR GILBERT R,26 HILTON AVE HILTON KZN,30.29998,-29.54972,High
13880,DR BALOI BJ,"SUITE 11 PROMENADE CENTER
  NELSPRUIT",30.97586,-25.4726399,High
13881,DR MAKAKASE MG INC,"PRETORIA EYE INSTITUTE SUITE 219. 630 FRANCIS
  BAARD STR ARCADIA",28.210972,-25.74741,High
13882,DR HAWKEY OD S,"MID MED HOSPIT ADMIN GEBO OP GRONDVLOER H/V MARK ST
  JOUBERT STR",29.4581222,-25.7629673,High
13883,DR NAUDE NF,"3 SALDANHA STELLENBERG
  DURBANVILLE",18.55459,-33.9169399,High
13884,DR MULENGA ID(NEW SOUTH VET CNT,"203 BIGGARSBERG RD GLENVISTA
  2058",28.1761864,-25.9121346,High
13887,DR HENNING BO,"9 HILLCREST CL BLUE WATER BAY
  PORT ELIZABETH",25.5832,-33.93538,High
13889,DR CASS CC,"UNIT 1 FOURSTONES OFFICE PARK 21 DOLERITE STREET
  MIDDELBURG",29.4607482,-25.8065723,High
13890,CLICKS PHARMACY MOKOPANE MALL,"SHOP 3 MOKOPANE MALL 96 THABO MBEKI STREET
  MOKOPANE LIMPOPO",29.011975,-24.186154,High
13891,MNGUNIS AND NGUNIS TRADING CC,"NO 13 SUNRISE VIEW CNR TALBOT & INNERCRESCENT
  STR PRETORIA WEST",28.1300588,-25.7564656,High
13892,DR ROUX CA,"KILNERPARK MEDIESE SENTRU 106 ANNA WILSON STR
  PRETORIA",28.262294,-25.715023,High
13894,DR WOHLITZ S SAVUTI VETERINARY SERVICES,9 HANS VAN DER MERWE STR MUSINA,30.03987,-22.34939,High
13895,LS GROUP HOLDINGS T/A COOLLINE SA PTY LT,"PLOT 27 CNR BERG & AVODAC AVE SUNSERVIEW
  PRETORIA",28.0589978,-25.7295216,High
13896,DR MIDDELHOVEN J,"SUITE C1 MIDVAAL HOSPITAA H/V NILE & SQUARE
  DRIE RIVIERE",27.9689,-26.66291,High
13897,DR VANKER M,"26 JAMES STREET PIETERMARITZBURG
  3201",30.38778,-29.5908,High
13898,DR GUTTA HA-HA & SO GUTTA INVESTMENTS CC,17 MATCHARD STR MAFIKENG,25.6430785,-25.8613638,High
13899,DR FARRELL E (DR FARRELL INC),"NETCARE PTA EAST HOSP GARSFONTEIN RD GROUND
  FLOOR M14B MORELETAPARK",28.3047,-25.82055,High
13900,LINDI DE WET PHYSIOTHERAPISTS,"20 KNOET AVE ROOIHUISKRAAL
  CENTURION",28.14295,-25.892753,High
13901,DR LANDMAN CL & ME DRS CL & ME LANDMAN,PANORAMAWEG 162 ROOIHUISKRAAL,28.141411,-25.894329,High
13902,DR AFFAT WMFY,"NORTHLANDS DENTAL C/O WITKOPPEN&NEW MARKET RD
  1 FLOOR NORTRIDING",28.01481,-26.24433,High
13903,MEDIRITE MALL OF AFRICA,"CNR KARKLOOF & LONE CREEK CRESCENTS WATERFALL
  MIDRAND",28.108112,-26.013616,High
13904,DR DU PLESSIS P,"1 VALHALLA MEDICAL CENTRE 30 SHIRLEY RD
  VALHALLA",28.157874,-25.811796,High
13905,DR PITOUT E,SCHOOL STREET 3B PAARL,18.96175,-33.70464,High
13906,DR SNYMAN DB KWAGGASVLEY VET SERVICES,4DE LAAN 102 THABAZIMBI,27.4206,-24.59549,High
13907,DR HOOSEN HMI,"14B MARLOW AVE ORKNEY TAXI TERMINUS
  ORKNEY",26.67151,-26.977,High
13908,DR SIBISI S,"MARULA SHOPPING CENTRE 2193 MABUPANE UNIT ROAD
  MABOPANE",28.0343282,-25.5257049,High
13909,DR SERFONTEIN LC,585 ROSSOUW STR DIE WILGERS,19.12062,-33.9108919,High
13912,DR ADEOTI A (GATEWAY CNT MED PRACTICE),"D29 GATEWAY CENTRE SHOP COPLEX DENNEBOOM
  MAMELODI WEST",28.332526,-25.700638,High
13913,DR BOTHA L (SPORT PRACTICE),"50 GEORGE STORRAR DRIVE GROENKLOOF HOSPITAL
  GROUND FLOOR",28.216166,-25.771333,High
13914,DR KHOZA K,"MADUMELENG COMPLEX MODGADJI NORTHEN TVL
  SEL 082 335 2853",29.4399229,-23.3945881,High
13915,SR MEINTJES G(INNOVA WOUND CLINIC INC),"167 KERK STREET RUSTENBURG
  0299",27.23644,-25.67416,High
13919,SR DOWSON PS DISTICTIVE WELLNESS LTD PTY,"80 VAN DER BERG STREET BRACKENHURST
  ALBERTON",28.06207,-26.06323,High
13920,DR PEYPER H (CAPE TOWN PAIN CLINIC),"SUITE 6 2 SOMERSET CRESCENT
  DURBANVILLE",18.65647,-33.82432,High
13921,SHOPRITE KZN DIVISIONAL OFFICE FIRST AID,"2ND FLOOR BEACHVIEW MALL 14 SYLVESTER NTULI RD
  MARINE PARADE",31.0366223,-29.8553231,High
13922,DR PILLAY N (DR NEELANRAJAH PILLAY),"SUITE 102A NORTH BLOCK CNR PETER PLACE&MAIN ROAD
  BRYANSTON",28.0125,-26.077603,High
13923,DR RAGIE M (DR M RAGIE & PARTNERS INCORP,"12 GERRIT MARITZ STR 
  ZEERUST",26.07987,-25.54354,High
13926,DR PILOSSOF CL,"4 ASHWOLD ROAD SAXONWOLD
  JOHANNESBURG",28.00994,-26.20163,High
13927,NEW KLIPVILLE PHARMACY,"SHOP 9 2 BEACON ROAD SAYES COMPLEX KLIPTOWN
  GAUTENG",27.92587,-26.1700899,High
13929,DR SEECO JP,52 MOTHUTLUNA BRITS,27.77908,-25.63487,High
13931,SHEPMED PHARMACY (KHAN AND MOTALA CC),"SHOP 2 59 SHEPSTONE ROAD NEW GERMANY
  DURBAN",30.875897,-29.8,High
13932,DR SMIT M,"5 HIGHSTREET 
  DURBANVILLE",18.63809,-33.83223,High
13933,CLICKS PHARMACY MALL OF AFRICA,"SHOP 1215 MALL OF AFRICA MAGWA CRESCENT
  WATERFALL CITY MIDRAND",28.1068319,-26.0154786,High
13935,JORISSEN STR PHARMACY,"SHOP 8 23 JORISSEN STREET BRAAMFONTEIN
  GAUTENG",28.0340286,-26.1928415,High
13937,KEMTIQUE PHARMACY,"102 MONTE VISTA BLVD MONTE VISTA
  CAPE TOWN",18.559543,-33.878105,High
13938,DR SANDLER P,"NHC HONEYDEW c/o CHRISTIAAN DE WET &
  DOLFYN STREET HONEYDEW",27.927733,-26.08961,High
13940,TRANSNET PHELOPHEPA II HEALTHCARE TRAIN,ATT PATRIC :083 730 5113,28.04662,-26.20563,High
13941,PHELOPELA MOBILE PHARMACY MAIN ACC,"47TH FLR CARLTON CTR 150 COMMISSIONER STR
  JOHNNESBURG",30.908401,-30.006243,High
13943,DR MANNYA BJM(HEALTH & WELLNESS HUB MED,"6 OLD PRETORIA ROAD BLOCK C OFFICE 5
  MIDRAND",28.1202317,-26.0116523,High
13944,SR VAN ZYL JA,16B JOUBERT STREET LOUIS TRICHARDT,28.353892,-26.498251,High
13945,PZN HOLDINGS PTY LTD,"152 OLD HAWICK ROAD HILTON
  PIETERMARITZBURG",30.32837,-29.57557,High
13946,DR ENGELBRECHT PR,"WILGERS 546 COMSULTING ROOMS,SUITE 5,DENEBOOM RD
  DIE WILGERS",28.319023,-25.766933,High
13947,DR EVANS EG (GRAND CENTRAL VET CLINIC,"52 STATE ROADE PRESIDENT PARK
  HALFWAY HOUSE",28.14275,-26.00929,High
13948,DR GANGAT MA (PGBISON A DIV OF KAP,"FARM VROEGEVELD KEMPSITE
  MPUMALANGA PIET RETIEF",28.138237,-26.1696916,High
13949,DR ESSEL KA(DR KA ESSEL PRACTICE),"MEDICAL SUITE 202 LIFE THE GLYNNWOOD
  132 WOBURN AVE BENONI",28.3072,-26.19363,High
13950,DR WIUM MC,"4TH FLOOR ARWYP MEDICAL SUITES 22 PINE AVE
  KEMPTONPARK",28.1778499,-26.1769404,High
13951,DR PITSO JI,SHOP 16 SETSING 1 PHUTHADITJHABA,28.8170194,-28.5335339,High
13953,DR HENN E,"KAMER F5 STELLENBOSCH MED CLINIC
  STELLENBOSCH",18.850321,-33.9446344,High
13954,DR DUSSE R,CRN VAN RIEBEEK & BOTHA KESTELL,28.705558,-28.312904,High
13955,MELOPHARM TOKAI PHARMACY,"C/O KEYSERS ROAD & MAIN ROAD RETREAT
  CAPE TOWN",18.45843,-34.067971,High
13956,DR DE VILLIERS J,"53 GENERAAL ALBERTS AVE(C/O JACQUELINE &
  GENERAAL ALBERTS",28.112494,-26.287038,High
13957,DR EKSTEEN KL,"THE IVY 1 KRUGER STREET
  FRANSCHOEK",27.90354,-32.998311,High
13958,LIEBEL PRAKTYK,"424 THEUNS VAN NIEKERK ST 
  WIERDA PARK",28.1521487,-25.8731422,High
13960,DRS VILJOEN & VENNOTE,"CELLIERS STR 224 MUCKLENEUK
  MA/DO VRYDAE 1 UUR GESLIU",28.203625,-25.760133,High
13961,DR MAYDELL J,"NO 3 HALLMARK ARCADIA 226 VERMEULEN STRAAT
  PTA",28.18932,-25.74447,High
13963,DR NEL MS,541 JACQUELINE DRIVE GARSFONTEIN,29.22867,-25.8756999,High
13964,HANTAM APTEEK PTY LTD,"30 CHURCH STREET 
  CALVINIA",20.4869473,-30.4675963,High
13966,DR FAUL BJB,ALEXANDER STR 220 BROOKLYN,28.240701,-25.76107,High
13969,DR BURGER HA (BURGER PRAKTYK),"UITSPANSTRAAT 5 
  SPRINGBOK",17.886512,-29.662236,High
13970,DR JERKOVIC-ADRIN MILICA,"SUITE 205 LINKSFIELDPARK MEDICAL CENTRE 12TH AVE
  LINKSFIELD WEST",28.095041,-26.1617901,High
13972,DR DYASON RB(EKHURHULENI SURGIKLIN),"18 MONUMENT ROAD 
  KEMPTON PARK",28.23464,-26.09666,High
13973,DR MOAHLOLI-ANTONIO R LIFE IS TRUE,"MAGLING HOUSE SHOP 2 65 PIENAAR RD NIMROD PRK
  KEMPTON PARK",28.04151,-26.19312,High
13977,SR MOHANAGA WJ WEZI HEALTH & WELLNESS,"3298A MATANZIMA STR VERGENOEG
  KIMBERLEY",24.7138996,-28.720644,High
13978,DR PARUK A,199 CONNAUGHT ROAD ELSIES RIVER,18.59027,-33.9281099,High
13979,DR NEL SJD,"BOUGAINVILLE HOSPITAL C/O JENNINGS & REDELINGHUYS
  STR DASPOORT PTA",28.112571,-25.670676,High
13980,DR DU PLESSIS LJ,MAIN STREET ALLDAYS,29.0969423,-22.6769469,High
13981,DR IBRAHIM AK,"B6A TZANENG MALL DANIE JOUBERT STR
  TZANEEN",30.1620479,-23.8267413,High
13982,JONGE EINSTEIN AKADEMIE (KLEUTERSKOOL),"292 DOMINIKA STREET SINOVILLE
  PRETORIA",28.223926,-25.686721,High
13985,DR SNYMAN F,80 BERGRIVIER BOULEVARD PAARL,18.964928,-33.756072,High
13987,DR JEFTHA A AH PERIODENTAL,130 QUAYS PARK LANE CENTURY CITY,29.1525729,-27.4381307,High
13988,VAN SCHALKWYK CJ MEDCORP SA,387 DENNEBOON STR DOORNPOORT,28.230822,-25.647366,High
13989,DR COERTZE R COERTZE GESONDHEIDSDIENSTE,HOFFMANSTREET 111 SMITHFIELD,28.2942373,-28.2179363,High
13991,DR VAN ZYL ER,"3RD FLOOR ARWYP MEDICAL SUITE PINE AVE
  KEMPTON PARK",28.23446,-26.10666,High
13994,MEDIRITE PHARMACY SECUNDA,"SHOP LG01 CHECKERS HYPER CNR OLIVER TAMBO DR & PDP
  KRUGER SECUNDA",29.1855778,-26.5092596,High
13995,CLICKS PHARMACY OAKFIELDS,"SHOP 33 OAKFIELDS CENTRE CNR OAK & MALVA STR
  NORTHMEAD BENONI",28.3095305,-26.1501044,High
13996,ORB DIAGNOSTICS PTY LTD,"17 SPORT ROAD FAIRLEADS
  BENONI",28.15487,-26.14105,High
13997,RIVERFIELD LODGE PHARMACY LIFE HEALTHCAR,"PORTION 34 SOUTHERNWOOD ROAD
  RANDBURG",27.9630028,-25.9451322,High
14000,SR HUMAN EC (SR BETTIE HUMAN STOMA,"10 LE ROUX ELANDSHEUWEL
  KLERKSDORP",26.6704,-26.83942,High
14004,DR VAN LENNEP T,"FOURWAYS MEDICAL ROOMS CNR URANIUM STR AND
  GRANITE ROAD FOUR WAYS",27.0881869,-26.6908066,High
14005,DR HARRISON DC,"ROOM 207 2ND FLOOR LIBRARY SQUARE WILDERNESS
  ROAD CLEAREMOND",18.4672601,-33.9863113,High
14006,DR TAYLER P (DR TAYLOR P INC),"MEDICLINIC EMULENI 2DE FR JAN VAN RIEBEEK SUITE 204
  BOULDEVARD 6 VANDERBIJL",27.8354523,-26.705254,High
14007,DR DE WET RJ (ADVANCED KNYSNA,"CNR 8 BARRACUDA & KATONKEL STREET
  KNYSNA",18.7238602,-34.0050728,High
14008,DR MARIAS M WATERKLOOF GLEN DIERE HOSP,486 JUDITH STR WATERKLOOF GLEN,31.1018365,-29.583296,High
14009,ALLDAYS SAFARI PHARMACY(ALLDAYS,"2 MAIN STREET ALLDAYS
  LIMPOPO",28.29591,-25.21753,High
14010,DR JOGIAT DM,24 ALFRED STREET LADYSMITH,29.78875,-28.55453,High
14013,MEDICARE PHAMRACY POLOKWANE DELINE INVES,"SHOP 10 97 CHURCH STREET
  POLOKWANE",29.45407,-23.90913,High
14014,DR KOCH MAT,17 ROBERTS AVE KENSINGTON JOHANNESBURG,28.07608,-26.20027,High
14015,DR MABASO BWN 10,"4036 C MATSULU NEXT TO POLICE STATION
  NELSPRUIT",30.97935,-25.47541,High
14017,HILLBROW PHARMACY & MEDICINE DEPOT,"52A PRETORIA STREET HILLBROW
  JOHANNESBURG",28.04967,-26.18904,High
14018,MISCHKE OCCUPATIONAL THERAPIST INC,"SUITE105 MEDICLINIC KLOOF 511 JOCHEMUS STR
  ERASMUSKLOOF",28.263072,-25.810967,High
14019,DR SITHARAM R DRS SITHARAM NAIDOO GORA I,"NETCAREWATERFALLCITY HOSP 2FLR SOUTH BLOCK ROOM217
  MAGWA &MAC MAC RD MIDRAND",28.05414,-26.29945,High
14021,DR PRETORIUS LW,"28 BEET STREET NEWTON WELLINGTON
  FAX 021 873 4105",19.000961,-33.671547,High
14023,DR MAKOE MC,"67 CAVENDISH STREET ELDORADO PARK
  GAUTENG",27.90548,-26.28232,High
14024,x KLOOF ROAD DISPENSARY (17 KLOOF ROAD,17 KLOOF ROADD BEDFORDVIEW,28.13315,-26.18479,High
14026,DR VELDMAN J (DR J VELDMAN INC),"MEDICLINIC VEREENIGING X RAY DEPT CNR RHODES &
  JOUBERT STR VEREENIGING",27.927255,-26.669345,High
14028,DR NKUNA NO(OCCUFIT) INTEGRATED,"FAURECIA EMISSIONS CONTRO TECH PTY LTD 76 WHITE RD
  RETREAT CAPE TOWN",28.0098273,-26.0806032,High
14029,DR AMBROSE PF,"CNR BEYERS NAUDE DRIVE & ACACIA ROAD NORTHCLIFF
  RANDBURG",28.05071,-26.09926,High
14030,DR MOROA PL,"NEXT TO SANLAM PHALABORWA SHOP NR 5
  PHALABORWA",31.1376537,-23.9476722,High
14032,DR SCHOEMAN AB DR AB SCHOEMAN INC,"SUITE 307 MEDIESE SENTRUM NELSPRUIT MEDICLINIC
  LOUIS STRAAT 1 NELSPUIT",30.961886,-25.4935565,High
